area_sqft,bedrooms,bathrooms,house_age,location,price
3256,6,5,4,Ghaziabad,25068000.0
896,1,1,26,Ghaziabad,4675000.0
3357,5,4,14,Noida,24141000.0
2343,4,3,28,Ghaziabad,15784000.0
2408,3,3,20,Greater Noida,17261000.0
785,2,1,17,Greater Noida,5418000.0
2365,5,4,16,Noida,18414000.0
2677,4,3,6,Greater Noida,19335000.0
2242,4,3,17,Greater Noida,16012000.0
753,1,1,21,Noida,4943000.0
2069,3,2,29,Ghaziabad,14151000.0
3307,6,5,17,Greater Noida,23468000.0
2670,5,4,29,Noida,18527000.0
912,3,2,29,Ghaziabad,5523000.0
3379,6,4,16,Noida,24320000.0
3376,6,4,13,Gurugram,24971000.0
1008,2,1,4,Ghaziabad,7143000.0
2902,6,4,8,Gurugram,22392000.0
1720,3,2,27,Gurugram,11302000.0
2281,4,3,4,Gurugram,17474000.0
1835,3,2,12,Ghaziabad,13767000.0
2847,5,4,21,Ghaziabad,20598000.0
3489,6,5,7,Delhi,26711000.0
2885,6,5,30,Noida,20686000.0
3294,6,5,20,Gurugram,23982000.0
3338,6,4,0,Greater Noida,24803000.0
770,2,2,7,Noida,6800000.0
1260,2,2,22,Greater Noida,8993000.0
2665,5,4,26,Greater Noida,19409000.0
2270,4,3,28,Noida,16238000.0
650,1,1,26,Delhi,4008000.0
785,1,1,2,Noida,6498000.0
2061,5,4,22,Gurugram,16004000.0
2348,5,4,3,Ghaziabad,18402000.0
1003,2,2,2,Delhi,9755000.0
1013,3,3,21,Greater Noida,7093000.0
888,1,1,14,Noida,6240000.0
2194,3,2,20,Noida,15798000.0
523,2,2,26,Delhi,3643000.0
2217,4,3,2,Delhi,17276000.0
1927,4,3,16,Greater Noida,14089000.0
1897,3,2,25,Greater Noida,12706000.0
2537,5,4,13,Gurugram,18966000.0
2067,5,4,16,Gurugram,16843000.0
2683,5,4,15,Ghaziabad,20089000.0
2791,5,4,28,Greater Noida,19883000.0
3260,6,4,1,Greater Noida,24375000.0
2897,5,4,27,Ghaziabad,20375000.0
2053,2,1,25,Ghaziabad,12579000.0
1976,4,4,25,Noida,14477000.0
1207,3,3,12,Noida,10922000.0
2298,3,2,15,Ghaziabad,15946000.0
917,1,1,11,Delhi,6436000.0
3293,5,4,7,Noida,24493000.0
3035,5,4,27,Ghaziabad,20584000.0
859,2,2,15,Noida,6311000.0
2857,4,3,22,Greater Noida,19235000.0
851,2,2,3,Delhi,7631000.0
2663,5,4,24,Greater Noida,19542000.0
763,1,1,20,Greater Noida,5161000.0
1964,2,2,30,Gurugram,13312000.0
2473,4,4,4,Noida,18578000.0
2686,6,5,16,Noida,20570000.0
1755,1,1,15,Gurugram,12128000.0
3264,6,4,16,Ghaziabad,23494000.0
2822,4,3,1,Noida,21006000.0
1124,3,3,14,Ghaziabad,9187000.0
2513,4,3,9,Ghaziabad,18219000.0
2691,5,4,19,Greater Noida,19721000.0
1500,3,2,7,Ghaziabad,12192000.0
2714,6,4,13,Delhi,21054000.0
3195,6,5,19,Greater Noida,24025000.0
2951,6,5,1,Gurugram,24033000.0
2787,4,3,24,Ghaziabad,18439000.0
2403,5,3,22,Gurugram,17473000.0
1311,2,2,1,Noida,10188000.0
2885,5,5,2,Greater Noida,21842000.0
1592,3,2,26,Delhi,11340000.0
2096,3,2,8,Gurugram,16052000.0
1443,3,3,26,Greater Noida,10791000.0
1439,3,3,15,Gurugram,11685000.0
972,2,2,10,Noida,7676000.0
3383,5,4,8,Ghaziabad,23648000.0
943,2,2,20,Greater Noida,6798000.0
758,2,1,3,Ghaziabad,6396000.0
3308,5,4,12,Gurugram,24612000.0
2165,3,3,10,Delhi,17221000.0
1813,4,3,4,Delhi,15489000.0
2712,5,4,10,Greater Noida,20688000.0
1649,3,2,16,Gurugram,12051000.0
883,3,3,21,Ghaziabad,6809000.0
2689,5,3,2,Delhi,20899000.0
1027,2,1,27,Delhi,6713000.0
2158,6,5,27,Delhi,17300000.0
3347,6,5,21,Delhi,24997000.0
3308,5,4,28,Ghaziabad,22330000.0
1582,3,3,13,Delhi,13002000.0
2840,5,4,25,Gurugram,20829000.0
2338,4,3,22,Greater Noida,15708000.0
1938,3,2,17,Ghaziabad,13517000.0
919,3,2,5,Noida,8449000.0
1629,3,2,17,Greater Noida,12103000.0
2455,4,4,27,Delhi,17564000.0
3459,6,4,30,Delhi,25018000.0
514,1,1,13,Greater Noida,3896000.0
2653,5,3,7,Ghaziabad,19232000.0
3039,6,4,23,Gurugram,21960000.0
3353,5,4,2,Noida,25614000.0
1771,3,2,4,Noida,14208000.0
855,3,3,17,Greater Noida,7311000.0
1312,3,2,30,Delhi,10057000.0
3051,5,3,10,Greater Noida,22612000.0
3133,5,4,13,Gurugram,23687000.0
2411,4,4,9,Gurugram,18303000.0
868,1,2,13,Ghaziabad,7046000.0
865,1,1,0,Greater Noida,7074000.0
1934,4,3,18,Noida,14347000.0
2264,3,3,18,Gurugram,16166000.0
597,2,2,9,Gurugram,6082000.0
2558,4,4,8,Ghaziabad,18268000.0
2133,4,3,23,Ghaziabad,15424000.0
536,1,1,5,Delhi,4569000.0
787,2,2,1,Delhi,7731000.0
1862,4,2,1,Noida,14645000.0
2667,6,5,27,Delhi,20111000.0
2976,4,4,11,Gurugram,21746000.0
1793,4,3,3,Delhi,14799000.0
1386,3,3,27,Ghaziabad,10618000.0
3404,5,4,4,Ghaziabad,25598000.0
1875,3,2,10,Greater Noida,13805000.0
1446,3,3,0,Delhi,12454000.0
1826,4,3,21,Greater Noida,13756000.0
536,1,1,21,Greater Noida,3937000.0
1405,3,3,23,Greater Noida,9813000.0
2046,5,4,8,Greater Noida,16300000.0
3255,6,4,10,Greater Noida,23331000.0
2714,3,3,29,Noida,18697000.0
2843,5,4,25,Delhi,21631000.0
2134,4,3,1,Ghaziabad,16582000.0
831,1,1,21,Gurugram,4931000.0
1672,3,3,25,Noida,12265000.0
3491,6,5,17,Delhi,25582000.0
632,1,2,19,Noida,4435000.0
3137,6,5,0,Ghaziabad,24611000.0
2553,4,3,0,Ghaziabad,19323000.0
1351,2,1,1,Ghaziabad,9972000.0
2833,6,5,4,Delhi,22462000.0
3010,5,4,30,Gurugram,21569000.0
629,1,1,19,Greater Noida,3951000.0
819,1,1,24,Gurugram,5119000.0
2497,6,4,9,Noida,19647000.0
3497,6,5,29,Greater Noida,24869000.0
571,1,1,6,Greater Noida,4540000.0
2497,5,3,27,Gurugram,17590000.0
909,1,1,0,Noida,7831000.0
2450,5,4,0,Greater Noida,18128000.0
2369,4,4,2,Ghaziabad,18037000.0
771,1,1,24,Gurugram,5041000.0
2542,4,3,7,Ghaziabad,18752000.0
3191,5,4,13,Gurugram,23992000.0
3090,6,4,14,Delhi,23905000.0
586,1,1,24,Delhi,3753000.0
1237,3,2,10,Delhi,10483000.0
1222,2,2,0,Noida,10165000.0
1859,4,3,11,Ghaziabad,13421000.0
929,1,1,8,Ghaziabad,7525000.0
3063,6,5,22,Greater Noida,21833000.0
2830,4,3,23,Noida,19940000.0
2925,6,4,2,Noida,23080000.0
1094,3,2,24,Delhi,8547000.0
543,1,1,2,Delhi,5014000.0
3231,6,4,19,Greater Noida,23789000.0
1366,3,3,12,Delhi,10487000.0
2468,5,3,9,Delhi,19087000.0
3228,6,5,14,Gurugram,24400000.0
608,1,1,9,Gurugram,4980000.0
516,1,1,24,Gurugram,3932000.0
516,1,2,29,Noida,3849000.0
968,3,2,25,Delhi,7422000.0
654,1,1,13,Greater Noida,5031000.0
2959,5,4,15,Ghaziabad,21523000.0
2317,5,4,13,Delhi,17819000.0
3440,6,5,24,Delhi,25102000.0
2904,6,4,17,Ghaziabad,21345000.0
3389,6,4,14,Gurugram,25038000.0
1215,2,2,12,Noida,9446000.0
1363,2,1,11,Noida,10041000.0
3048,5,4,17,Noida,21527000.0
1234,1,1,21,Gurugram,7643000.0
671,1,1,13,Ghaziabad,4936000.0
2507,4,4,25,Ghaziabad,17232000.0
2902,5,4,25,Delhi,21203000.0
3404,4,3,13,Ghaziabad,23991000.0
3283,5,4,28,Ghaziabad,22093000.0
860,2,1,5,Noida,6572000.0
2816,5,4,28,Noida,20843000.0
3038,6,4,9,Gurugram,23659000.0
2594,4,3,17,Ghaziabad,18169000.0
2959,6,4,8,Noida,22306000.0
3013,5,4,13,Greater Noida,21776000.0
1839,4,3,10,Greater Noida,13636000.0
620,3,3,21,Greater Noida,5847000.0
1868,4,3,2,Greater Noida,14522000.0
1105,2,2,25,Delhi,8468000.0
841,1,2,28,Noida,5264000.0
874,1,1,17,Greater Noida,5314000.0
2592,5,3,16,Ghaziabad,18669000.0
2013,4,4,21,Ghaziabad,13615000.0
2119,4,3,6,Gurugram,16743000.0
2735,6,4,23,Gurugram,20635000.0
2144,4,3,6,Greater Noida,16694000.0
2390,6,5,20,Ghaziabad,17549000.0
758,1,1,9,Noida,6387000.0
3053,6,4,23,Delhi,22953000.0
1846,4,3,24,Noida,14149000.0
965,2,1,6,Noida,7769000.0
2939,5,4,19,Delhi,22143000.0
2703,4,3,15,Noida,18822000.0
659,2,1,9,Ghaziabad,5702000.0
1079,3,2,18,Noida,8123000.0
547,1,1,30,Delhi,2698000.0
1312,1,1,0,Delhi,9629000.0
799,1,1,29,Ghaziabad,4501000.0
2629,4,3,26,Gurugram,18289000.0
2067,3,2,16,Ghaziabad,14575000.0
3440,6,5,18,Noida,24544000.0
2748,6,5,11,Noida,20565000.0
2334,4,3,4,Greater Noida,18248000.0
2027,2,2,17,Greater Noida,14089000.0
663,1,1,25,Greater Noida,3483000.0
710,1,1,7,Greater Noida,5416000.0
2348,6,5,22,Ghaziabad,18466000.0
513,1,1,23,Noida,3624000.0
627,1,1,23,Delhi,4459000.0
1157,3,3,10,Greater Noida,9986000.0
3152,6,5,12,Delhi,23884000.0
1876,4,3,12,Ghaziabad,14245000.0
2628,5,4,26,Gurugram,19396000.0
1734,3,2,27,Ghaziabad,11503000.0
1019,2,1,12,Greater Noida,7282000.0
1613,2,2,30,Ghaziabad,10263000.0
775,2,1,17,Delhi,6165000.0
2810,4,3,11,Ghaziabad,19615000.0
1050,2,2,0,Ghaziabad,9051000.0
1629,3,2,18,Ghaziabad,11120000.0
3440,6,4,19,Greater Noida,24615000.0
2275,4,3,30,Greater Noida,15442000.0
1875,3,2,22,Gurugram,13656000.0
2129,3,2,0,Delhi,15446000.0
2852,5,4,17,Noida,21428000.0
1263,2,2,23,Gurugram,8881000.0
2409,5,4,15,Delhi,19210000.0
3118,5,4,13,Noida,22721000.0
2217,5,4,25,Delhi,16798000.0
1839,3,2,18,Ghaziabad,13723000.0
935,1,1,21,Gurugram,6407000.0
1244,2,1,14,Ghaziabad,9240000.0
3338,6,5,8,Ghaziabad,25073000.0
2123,4,4,16,Greater Noida,16030000.0
1404,2,2,29,Greater Noida,9071000.0
1755,4,3,18,Delhi,14043000.0
2234,3,3,21,Gurugram,15777000.0
2112,4,2,3,Gurugram,16207000.0
2599,6,5,30,Delhi,19326000.0
1272,2,2,7,Delhi,10226000.0
2447,4,3,30,Ghaziabad,16502000.0
1828,4,3,13,Greater Noida,14228000.0
3321,6,4,28,Delhi,24507000.0
973,1,1,27,Greater Noida,5308000.0
945,1,1,23,Greater Noida,5504000.0
1884,4,3,28,Gurugram,13264000.0
2025,3,2,18,Ghaziabad,14929000.0
2572,6,5,26,Greater Noida,19314000.0
1712,3,3,5,Gurugram,14105000.0
3241,5,3,2,Gurugram,23861000.0
1922,3,2,16,Greater Noida,13546000.0
888,1,2,25,Ghaziabad,5840000.0
857,1,1,23,Ghaziabad,5135000.0
3420,6,5,16,Delhi,26098000.0
902,1,1,16,Gurugram,7693000.0
3343,6,4,18,Ghaziabad,23710000.0
1334,3,2,26,Delhi,9321000.0
780,1,1,26,Ghaziabad,4181000.0
1414,1,2,3,Gurugram,11695000.0
2344,5,3,18,Ghaziabad,17662000.0
1783,4,3,11,Greater Noida,13699000.0
2856,5,3,24,Ghaziabad,19994000.0
2332,5,4,15,Gurugram,17916000.0
1702,2,2,30,Delhi,11753000.0
2403,6,4,13,Noida,18783000.0
3414,6,4,21,Noida,24585000.0
1735,4,3,3,Ghaziabad,14216000.0
960,1,1,28,Gurugram,6147000.0
1726,2,3,4,Ghaziabad,12815000.0
3020,6,5,11,Ghaziabad,22894000.0
1152,2,1,25,Delhi,8325000.0
3347,6,5,29,Ghaziabad,24487000.0
2264,4,3,15,Gurugram,17375000.0
2304,4,2,15,Delhi,17321000.0
1451,4,4,1,Delhi,13091000.0
3261,6,5,30,Delhi,23400000.0
608,1,1,0,Delhi,6064000.0
1396,2,2,0,Noida,11232000.0
1755,4,3,14,Ghaziabad,12711000.0
1931,4,3,0,Noida,15525000.0
1922,2,2,5,Ghaziabad,13734000.0
943,1,1,19,Noida,6132000.0
1176,2,1,21,Ghaziabad,8473000.0
785,1,1,9,Greater Noida,5968000.0
2217,3,3,24,Noida,16053000.0
1552,2,1,18,Noida,10771000.0
2197,3,3,7,Ghaziabad,16133000.0
2269,5,4,22,Noida,16666000.0
2606,5,4,18,Gurugram,19793000.0
2141,4,3,25,Delhi,15605000.0
2443,4,3,4,Delhi,18221000.0
2261,4,2,7,Noida,16720000.0
2457,4,3,9,Delhi,18453000.0
2349,3,3,10,Delhi,17600000.0
1448,2,1,27,Greater Noida,9350000.0
1238,2,1,22,Noida,8184000.0
2862,4,2,16,Ghaziabad,19995000.0
1528,3,3,16,Delhi,11852000.0
2147,4,3,27,Noida,13965000.0
1090,1,1,13,Noida,7445000.0
1794,3,3,6,Greater Noida,14188000.0
2088,4,3,4,Ghaziabad,15309000.0
2378,5,4,10,Ghaziabad,18274000.0
2079,4,3,20,Ghaziabad,15683000.0
1581,2,2,14,Greater Noida,10770000.0
3385,5,5,13,Noida,24893000.0
2038,4,3,14,Noida,14839000.0
2924,6,4,30,Noida,21811000.0
2710,3,3,30,Delhi,18315000.0
2174,4,3,5,Delhi,17125000.0
3159,6,5,3,Ghaziabad,24880000.0
884,2,1,7,Noida,7523000.0
3263,6,5,26,Ghaziabad,23027000.0
3050,5,4,14,Gurugram,22509000.0
2010,4,3,26,Greater Noida,14415000.0
2700,4,3,20,Ghaziabad,18539000.0
2060,2,2,17,Ghaziabad,12894000.0
1306,3,2,8,Greater Noida,10223000.0
2899,5,4,10,Ghaziabad,20788000.0
1237,2,2,4,Ghaziabad,10317000.0
1443,2,2,16,Ghaziabad,10166000.0
2057,3,2,8,Delhi,15026000.0
3012,5,3,9,Ghaziabad,21605000.0
1651,2,1,1,Noida,11521000.0
1982,4,4,24,Noida,14234000.0
624,1,1,29,Ghaziabad,3871000.0
847,2,2,15,Gurugram,8131000.0
667,1,1,16,Noida,5172000.0
716,2,2,28,Noida,5078000.0
3105,5,4,15,Delhi,22782000.0
3025,5,4,19,Ghaziabad,21220000.0
2965,6,5,13,Greater Noida,23385000.0
666,2,2,15,Greater Noida,5289000.0
732,1,1,16,Delhi,6450000.0
1341,2,1,22,Ghaziabad,9391000.0
2195,5,4,18,Delhi,16356000.0
1502,3,3,15,Greater Noida,11008000.0
1962,4,2,2,Ghaziabad,14813000.0
1018,2,2,28,Gurugram,7306000.0
2692,5,3,27,Greater Noida,18778000.0
1441,3,2,5,Greater Noida,12628000.0
699,1,1,9,Noida,5014000.0
2728,5,4,30,Delhi,19767000.0
3208,6,4,9,Noida,24482000.0
544,1,1,25,Greater Noida,3217000.0
1810,4,3,24,Delhi,13662000.0
2981,6,4,26,Noida,21222000.0
2618,4,3,0,Gurugram,20330000.0
3069,6,5,14,Ghaziabad,23228000.0
1745,3,3,17,Greater Noida,12831000.0
1616,3,2,25,Ghaziabad,11281000.0
2627,5,4,6,Delhi,21233000.0
960,2,2,9,Ghaziabad,7969000.0
1218,3,2,5,Gurugram,10559000.0
2302,4,3,23,Gurugram,16300000.0
2505,5,4,30,Greater Noida,17481000.0
859,1,2,4,Delhi,7267000.0
2024,5,5,7,Greater Noida,16677000.0
1594,3,2,9,Gurugram,12383000.0
2005,4,4,27,Greater Noida,13975000.0
3375,5,3,13,Greater Noida,23415000.0
729,1,1,8,Delhi,5257000.0
3486,6,5,9,Delhi,26372000.0
1848,3,2,18,Noida,12576000.0
2816,5,4,11,Ghaziabad,20424000.0
1773,4,3,4,Greater Noida,13975000.0
1432,1,1,25,Delhi,8652000.0
2811,6,5,13,Ghaziabad,21634000.0
2562,5,4,7,Gurugram,20563000.0
932,2,2,22,Gurugram,6951000.0
2616,4,3,23,Delhi,18478000.0
2759,5,4,4,Delhi,21788000.0
1663,1,1,2,Gurugram,11959000.0
3276,6,5,1,Noida,25094000.0
2422,3,2,23,Delhi,17260000.0
1500,3,2,19,Delhi,11663000.0
532,1,1,24,Noida,3759000.0
2524,5,4,19,Gurugram,19630000.0
1127,2,2,12,Delhi,8068000.0
2769,5,4,18,Greater Noida,20777000.0
2075,3,2,22,Ghaziabad,14241000.0
1900,4,4,12,Ghaziabad,15135000.0
991,2,2,28,Gurugram,7348000.0
2634,5,4,27,Gurugram,19398000.0
997,2,1,24,Gurugram,7048000.0
1753,2,2,30,Delhi,11834000.0
3008,6,4,12,Noida,22629000.0
3261,5,4,3,Gurugram,25214000.0
3467,6,4,15,Noida,24706000.0
3374,6,4,23,Noida,24080000.0
2167,6,4,24,Noida,17696000.0
1101,1,1,12,Gurugram,7864000.0
3017,5,3,9,Ghaziabad,21843000.0
2904,6,5,13,Greater Noida,21683000.0
3470,6,4,24,Noida,25005000.0
2452,4,3,1,Ghaziabad,18186000.0
924,2,2,10,Delhi,7745000.0
2008,4,4,7,Gurugram,16727000.0
1844,4,3,24,Ghaziabad,12938000.0
3028,5,4,14,Delhi,22918000.0
1677,3,2,2,Gurugram,13937000.0
1485,2,1,8,Gurugram,11712000.0
740,1,1,1,Greater Noida,6056000.0
3006,6,4,14,Gurugram,24436000.0
2765,5,4,30,Ghaziabad,19798000.0
623,1,1,17,Gurugram,5004000.0
1801,4,3,26,Noida,12782000.0
1939,4,3,23,Noida,14183000.0
1907,3,2,27,Gurugram,14010000.0
3256,6,5,9,Delhi,25821000.0
952,1,1,29,Noida,6433000.0
1419,2,2,7,Gurugram,11546000.0
1042,2,2,13,Noida,7550000.0
1232,3,3,21,Delhi,9993000.0
3221,5,4,8,Greater Noida,23062000.0
3322,6,5,8,Noida,24607000.0
633,1,1,4,Gurugram,5872000.0
2396,5,4,0,Gurugram,19891000.0
1198,2,2,15,Noida,9359000.0
1077,3,2,30,Noida,7901000.0
1376,2,1,6,Delhi,10830000.0
1083,1,1,13,Noida,7177000.0
1970,3,2,29,Delhi,13482000.0
3486,6,4,23,Gurugram,24690000.0
2259,3,2,0,Delhi,16304000.0
2669,5,3,15,Greater Noida,19776000.0
1979,3,3,4,Noida,14921000.0
541,3,2,7,Delhi,6492000.0
752,1,1,7,Noida,6456000.0
1306,3,3,18,Ghaziabad,9579000.0
1231,1,1,6,Ghaziabad,8938000.0
3021,5,3,7,Delhi,22378000.0
3030,6,5,6,Greater Noida,22485000.0
3062,4,3,11,Delhi,22275000.0
2412,5,4,20,Delhi,18143000.0
2168,5,4,12,Greater Noida,16634000.0
2447,4,4,10,Greater Noida,19130000.0
1720,3,2,16,Noida,11887000.0
2510,5,3,19,Ghaziabad,18329000.0
2883,5,4,0,Greater Noida,21597000.0
2788,5,4,27,Noida,20389000.0
2341,3,3,28,Ghaziabad,15758000.0
674,2,2,18,Ghaziabad,5360000.0
2674,5,3,17,Noida,19199000.0
1599,2,2,21,Noida,10704000.0
2731,5,5,13,Noida,21254000.0
2118,3,3,11,Delhi,16713000.0
3143,5,5,10,Greater Noida,23523000.0
1515,3,2,4,Noida,11679000.0
3294,5,4,26,Noida,23335000.0
3033,6,4,9,Gurugram,24562000.0
1493,2,2,8,Greater Noida,11003000.0
1947,3,2,29,Delhi,14044000.0
2094,5,4,15,Ghaziabad,15805000.0
2805,6,4,19,Noida,21037000.0
2567,5,4,7,Greater Noida,19909000.0
3056,5,4,8,Noida,23056000.0
1609,3,3,22,Delhi,11701000.0
2014,4,3,13,Greater Noida,14698000.0
1792,3,2,4,Ghaziabad,13925000.0
3228,6,4,25,Noida,23825000.0
1414,3,3,12,Gurugram,12267000.0
2261,4,4,20,Greater Noida,17250000.0
860,1,1,10,Ghaziabad,6173000.0
3050,5,3,17,Gurugram,22165000.0
1652,4,2,24,Delhi,12940000.0
1521,2,1,27,Delhi,10446000.0
2248,4,4,6,Gurugram,17455000.0
1996,3,2,20,Noida,13560000.0
3043,6,4,28,Gurugram,22518000.0
2094,4,4,19,Ghaziabad,15348000.0
2050,5,4,4,Ghaziabad,16568000.0
814,2,2,5,Greater Noida,7424000.0
565,1,1,6,Delhi,5455000.0
1695,4,3,3,Gurugram,14962000.0
3494,6,5,23,Delhi,24749000.0
3252,6,5,29,Noida,23591000.0
2386,5,4,16,Ghaziabad,18196000.0
2392,4,3,18,Delhi,16923000.0
1674,4,4,23,Greater Noida,12309000.0
1032,1,1,12,Delhi,7240000.0
525,1,1,14,Delhi,4355000.0
1516,2,2,18,Noida,11462000.0
1449,2,1,9,Ghaziabad,11189000.0
1074,3,2,1,Noida,9177000.0
1277,3,2,17,Ghaziabad,9679000.0
574,2,2,25,Greater Noida,4405000.0
2323,6,5,2,Gurugram,19997000.0
3282,5,4,6,Gurugram,24938000.0
2572,5,5,8,Ghaziabad,19993000.0
1844,3,2,24,Ghaziabad,13262000.0
1760,3,2,15,Delhi,13633000.0
1422,2,2,16,Delhi,10049000.0
927,1,1,20,Delhi,6805000.0
2295,3,2,8,Delhi,17311000.0
2199,4,2,22,Gurugram,16096000.0
521,1,2,0,Gurugram,6139000.0
1746,4,3,3,Noida,14415000.0
1334,2,3,25,Ghaziabad,9216000.0
1010,4,3,20,Ghaziabad,8397000.0
2609,4,4,5,Ghaziabad,18623000.0
2077,4,3,13,Ghaziabad,15376000.0
2401,3,2,1,Delhi,17720000.0
2640,6,4,20,Ghaziabad,19114000.0
3445,6,5,23,Greater Noida,25429000.0
2908,5,4,8,Ghaziabad,21866000.0
2361,3,2,10,Gurugram,17275000.0
